merchant_id,business_category,business_age_months,qris_volume_monthly,qris_active_days,ecommerce_rating,pln_delay_days,pdam_bill_avg,pdam_late_payments,risk_level
UMKM-00321,retail ,67,"Rp 26,802,855",18,3.2,5.0,86409.0,1.0,0
UMKM-00322,Jasa,23,"Rp 3,865,893",34,2.6,0.0,209152.0,2.0,1
UMKM-00323,fnb,64,"Rp 11,391,977",42,,2.0,209267.0,1.0,1
UMKM-00324,nan,19,"Rp 2,250,844",31,,0.0,247264.0,0.0,2
UMKM-00325,fnb,89,1916094,19,3.0,0.0,196681.0,0.0,0
UMKM-00326,nan,16,"Rp 22,066,577",39,2.2,0.0,69535.0,3.0,1
UMKM-00327,F&B,60,44030025,19,1.6,2.0,173828.0,1.0,0
UMKM-00328,jasa,39,"Rp 34,801,321",7,3.4,2.0,447326.0,2.0,0
UMKM-00329,F&B,63,49383953,34,3.7,5.0,421662.0,2.0,1
UMKM-00330,Fashion,118,"Rp 19,242,304",41,,5.0,450423.0,0.0,0
UMKM-00331,retail ,85,"Rp 24,392,532",12,1.9,0.0,243616.0,1.0,0
UMKM-00332,Jasa,83,"Rp 14,458,496",40,3.4,5.0,98637.0,0.0,1
UMKM-00333,nan,66,23046478,5,4.6,0.0,476290.0,0.0,0
UMKM-00334,Jasa,113,"Rp 15,756,739",15,,5.0,222736.0,0.0,0
UMKM-00335,nan,-5,38738683,4,1.8,0.0,267484.0,2.0,1
UMKM-00336, F & B ,78,"Rp 46,055,292",44,4.1,5.0,124405.0,0.0,1
UMKM-00337,fnb,38,"Rp 41,392,595",33,,2.0,93872.0,0.0,1
UMKM-00338,Fashion,81,"Rp 6,236,840",5,2.0,0.0,324329.0,0.0,1
UMKM-00339,jasa,90,"Rp 16,954,465",32,,2.0,418850.0,0.0,2
UMKM-00340,nan,69,"Rp 36,297,659",14,,0.0,464094.0,0.0,0
UMKM-00341,Jasa,33,"Rp 11,760,301",14,2.6,0.0,313540.0,2.0,1
UMKM-00342,Fashion,105,"Rp 30,335,471",13,1.3,2.0,315604.0,0.0,0
UMKM-00343,Retail,48,"Rp 8,660,064",38,4.5,15.0,414801.0,0.0,2
UMKM-00344,Retail,82,"Rp 16,763,809",4,,0.0,232386.0,2.0,1
UMKM-00345,F&B,69,18363686,25,3.4,0.0,488605.0,1.0,1
UMKM-00346,jasa,23,"Rp 21,751,625",16,2.5,2.0,,2.0,1
UMKM-00347, F & B ,48,"Rp 29,470,965",42,3.7,2.0,87312.0,0.0,1
UMKM-00348,Jasa,84,34731648,15,2.7,0.0,,2.0,1
UMKM-00349,fnb,10,"Rp 19,953,728",34,4.0,30.0,193344.0,0.0,1
UMKM-00350,fnb,93,"Rp 4,683,460",37,4.3,2.0,247435.0,1.0,0
UMKM-00351,Jasa,14,43066702,22,3.7,0.0,52655.0,0.0,0
UMKM-00352,retail ,40,"Rp 19,595,568",12,3.0,0.0,486321.0,0.0,0
UMKM-00353, F & B ,61,"Rp 21,021,787",32,,0.0,368007.0,2.0,0
UMKM-00354,Fashion,59,"Rp 37,448,990",28,,2.0,111045.0,0.0,0
UMKM-00355,nan,52,"Rp 2,480,175",33,1.4,0.0,357661.0,0.0,1
UMKM-00356,retail ,47,"Rp 2,829,484",33,1.5,,124227.0,1.0,1
UMKM-00357,nan,105,19444906,26,4.8,0.0,486854.0,1.0,0
UMKM-00358,nan,-5,"Rp 32,932,048",14,1.9,2.0,386933.0,1.0,2
UMKM-00359,retail ,75,"Rp 49,070,000",8,4.3,0.0,260161.0,1.0,0
UMKM-00360,F&B,60,"Rp 22,196,641",25,2.0,30.0,104322.0,1.0,0
UMKM-00361,Retail,23,"Rp 44,912,076",2,2.7,5.0,413944.0,0.0,2
UMKM-00362,nan,78,"Rp 8,217,037",35,3.6,0.0,432926.0,3.0,2
UMKM-00363,retail ,64,"Rp 6,017,226",4,1.6,,447438.0,1.0,2
UMKM-00364,retail ,2,"Rp 13,300,059",19,3.9,0.0,101141.0,1.0,1
UMKM-00365,RETAIL,23,"Rp 3,746,153",19,3.8,2.0,60716.0,0.0,0
UMKM-00366,F&B,106,"Rp 26,138,143",4,3.2,15.0,110644.0,3.0,2
UMKM-00367,jasa,45,"Rp 49,212,066",9,3.3,5.0,175650.0,0.0,0
UMKM-00368,RETAIL,27,"Rp 18,881,404",15,1.4,,,1.0,0
UMKM-00369,RETAIL,-3,49859258,24,2.7,30.0,268496.0,0.0,2
UMKM-00370,Jasa,54,"Rp 31,707,007",43,1.3,,,1.0,0
UMKM-00371,Retail,29,"Rp 13,098,334",24,2.2,0.0,182454.0,0.0,0
UMKM-00372,retail ,63,"Rp 25,069,712",29,4.6,0.0,260970.0,2.0,0
UMKM-00373,Retail,85,"Rp 22,902,830",13,3.3,2.0,185239.0,0.0,0
UMKM-00374, F & B ,102,"Rp 21,560,328",21,4.0,5.0,298926.0,0.0,0
UMKM-00375,Jasa,70,20083785,42,3.3,2.0,167323.0,2.0,0
UMKM-00376,jasa,78,"Rp 24,962,516",27,1.8,0.0,415993.0,0.0,0
UMKM-00377,Retail,103,"Rp 11,056,396",29,3.4,15.0,276895.0,0.0,2
UMKM-00378,fnb,14,18045818,18,4.0,,131117.0,0.0,0
UMKM-00379,nan,67,34423281,37,1.6,0.0,141730.0,4.0,2
UMKM-00380, F & B ,33,"Rp 36,949,252",41,4.3,0.0,491937.0,0.0,0
UMKM-00381,F&B,-2,"Rp 26,828,037",19,3.2,0.0,209895.0,0.0,0
UMKM-00382,jasa,109,"Rp 23,322,717",34,1.0,0.0,110972.0,1.0,0
UMKM-00383, F & B ,112,"Rp 33,800,222",21,3.1,2.0,124963.0,0.0,0
UMKM-00384,nan,13,"Rp 45,134,346",14,,,104534.0,0.0,0
UMKM-00385,Jasa,96,"Rp 46,789,743",10,2.2,0.0,479967.0,2.0,1
UMKM-00386,nan,85,"Rp 37,062,152",33,4.1,2.0,428237.0,0.0,0
UMKM-00387,RETAIL,39,38297281,23,4.6,2.0,336265.0,2.0,0
UMKM-00388,nan,37,"Rp 26,259,300",5,4.1,0.0,121736.0,1.0,0
UMKM-00389,RETAIL,7,"Rp 34,668,992",16,4.4,2.0,261369.0,3.0,0
UMKM-00390,Jasa,7,"Rp 6,115,011",27,4.6,5.0,203198.0,4.0,1
UMKM-00391,Fashion,54,"Rp 19,127,203",30,,15.0,111581.0,0.0,1
UMKM-00392,RETAIL,51,"Rp 46,650,997",35,,0.0,269703.0,1.0,0
UMKM-00393,F&B,80,1549656,8,2.8,5.0,338267.0,2.0,1
UMKM-00394,nan,86,17592258,9,1.0,0.0,101036.0,0.0,0
UMKM-00395,nan,46,29604680,20,3.0,0.0,442206.0,0.0,1
UMKM-00396,F&B,105,15077387,33,4.7,0.0,390999.0,4.0,0
UMKM-00397,fnb,47,"Rp 21,180,425",30,1.8,0.0,196662.0,0.0,1
UMKM-00398,retail ,103,45040993,28,3.6,0.0,489481.0,0.0,0
UMKM-00399,Fashion,80,28893802,42,3.6,0.0,235396.0,2.0,0
UMKM-00400,jasa,37,"Rp 20,773,001",42,1.6,2.0,248792.0,1.0,0
UMKM-00401,RETAIL,77,"Rp 42,844,417",10,2.0,2.0,72701.0,0.0,0
UMKM-00402,F&B,66,9480287,32,,0.0,253611.0,0.0,0
UMKM-00403,Jasa,110,"Rp 45,721,257",0,1.8,0.0,353322.0,0.0,1
UMKM-00404,RETAIL,66,"Rp 19,116,299",20,3.3,2.0,155734.0,3.0,0
UMKM-00405,retail ,36,39959104,22,2.9,0.0,349262.0,4.0,1
UMKM-00406,Jasa,84,38257799,8,3.1,0.0,75387.0,0.0,0
UMKM-00407, F & B ,106,"Rp 42,529,775",0,1.5,5.0,107613.0,2.0,1
UMKM-00408,nan,109,"Rp 40,488,817",20,3.1,0.0,358810.0,0.0,0
UMKM-00409, F & B ,20,"Rp 47,749,580",21,1.2,0.0,220207.0,1.0,0
UMKM-00410,RETAIL,17,46931435,3,4.5,0.0,79554.0,0.0,1
UMKM-00411,retail ,37,"Rp 17,954,692",0,2.4,0.0,431531.0,1.0,1
UMKM-00412,Fashion,71,"Rp 2,199,217",9,4.4,,274389.0,0.0,0
UMKM-00413,RETAIL,22,32193070,14,,0.0,92146.0,0.0,0
UMKM-00414,F&B,3,"Rp 42,860,474",35,4.1,2.0,150037.0,0.0,1
UMKM-00415,Retail,14,"Rp 14,507,188",28,2.3,5.0,456204.0,0.0,0
UMKM-00416,RETAIL,50,"Rp 33,596,266",4,1.9,0.0,233191.0,4.0,2
UMKM-00417,nan,77,"Rp 33,122,771",28,2.6,0.0,328600.0,4.0,1
UMKM-00418,nan,106,"Rp 37,504,340",26,1.1,15.0,431825.0,2.0,2
UMKM-00419,RETAIL,33,"Rp 46,956,920",24,4.7,30.0,434717.0,0.0,1
UMKM-00420,Jasa,45,"Rp 2,931,441",15,2.5,0.0,251650.0,0.0,0
UMKM-00421,Retail,6,47671201,15,5.0,0.0,472430.0,0.0,0
UMKM-00422,F&B,73,"Rp 32,282,329",35,4.0,5.0,254669.0,0.0,0
UMKM-00423,RETAIL,89,14716680,24,1.3,0.0,373549.0,0.0,0
UMKM-00424,Jasa,49,13313453,40,3.6,0.0,454250.0,1.0,1
UMKM-00425,nan,72,"Rp 27,301,554",0,,0.0,268595.0,0.0,0
UMKM-00426,nan,5,"Rp 41,054,430",4,2.0,0.0,313021.0,2.0,0
UMKM-00427,retail ,20,"Rp 44,099,689",40,2.0,0.0,112718.0,1.0,0
UMKM-00428,RETAIL,36,"Rp 49,753,731",19,4.7,0.0,370244.0,0.0,0
UMKM-00429,Retail,21,33251324,4,3.0,5.0,267285.0,1.0,0
UMKM-00430,fnb,5,"Rp 23,596,028",35,3.7,2.0,59642.0,0.0,0
UMKM-00431,Retail,32,"Rp 46,645,125",28,2.1,0.0,412988.0,0.0,1
UMKM-00432,nan,92,"Rp 40,665,485",33,3.1,0.0,246215.0,0.0,0
UMKM-00433,nan,37,"Rp 49,655,043",17,2.4,5.0,279457.0,2.0,1
UMKM-00434, F & B ,13,"Rp 35,396,761",1,2.3,0.0,362627.0,0.0,1
UMKM-00435,nan,58,"Rp 44,136,622",15,2.0,0.0,377437.0,1.0,0
UMKM-00436,F&B,0,"Rp 42,297,775",28,2.6,0.0,387594.0,0.0,2
UMKM-00437,jasa,40,48670630,32,,0.0,408773.0,0.0,1
UMKM-00438,RETAIL,110,"Rp 10,277,584",15,1.9,,295299.0,0.0,0
UMKM-00439,Retail,96,"Rp 10,980,178",34,4.9,2.0,,1.0,0
UMKM-00440,jasa,107,"Rp 1,174,588",42,1.5,0.0,361652.0,1.0,1
UMKM-00441,Jasa,36,"Rp 38,328,050",41,,5.0,157815.0,2.0,0
UMKM-00442,fnb,86,"Rp 17,218,864",16,,0.0,181651.0,0.0,0
UMKM-00443,F&B,59,"Rp 36,084,764",3,1.1,0.0,324731.0,0.0,1
UMKM-00444,Retail,93,"Rp 13,707,658",3,,0.0,116181.0,1.0,1
UMKM-00445,jasa,98,"Rp 5,739,023",24,4.2,2.0,229542.0,0.0,0
UMKM-00446,fnb,66,"Rp 42,082,269",32,3.8,0.0,252871.0,0.0,0
UMKM-00447, F & B ,53,"Rp 34,070,232",13,4.5,0.0,197000.0,0.0,0
UMKM-00448,F&B,46,"Rp 15,330,983",23,4.2,0.0,404489.0,2.0,0
UMKM-00449,F&B,112,18810506,10,,0.0,93591.0,1.0,0
UMKM-00450, F & B ,41,"Rp 39,179,967",24,4.4,2.0,344045.0,0.0,0
UMKM-00451,RETAIL,114,47892742,27,2.6,15.0,143411.0,1.0,1
UMKM-00452, F & B ,1,"Rp 41,401,561",6,3.2,5.0,189571.0,2.0,1
UMKM-00453,F&B,5,"Rp 32,789,623",35,4.1,2.0,443449.0,0.0,2
UMKM-00454,F&B,97,"Rp 12,835,157",9,1.3,,198490.0,0.0,2
UMKM-00455,jasa,55,"Rp 20,935,762",35,4.4,0.0,371710.0,1.0,0
UMKM-00456,nan,62,"Rp 9,870,046",30,1.6,0.0,306772.0,1.0,0
UMKM-00457,fnb,19,5768424,18,4.5,0.0,327390.0,0.0,0
UMKM-00458, F & B ,6,"Rp 28,871,254",17,2.2,0.0,482001.0,1.0,1
UMKM-00459,fnb,20,"Rp 10,509,388",5,2.3,0.0,153425.0,0.0,1
UMKM-00460, F & B ,96,"Rp 11,531,544",27,1.3,0.0,425544.0,2.0,1
UMKM-00461,Jasa,104,"Rp 34,398,593",6,4.5,0.0,346647.0,0.0,0
UMKM-00462,F&B,6,"Rp 41,904,385",37,1.7,2.0,447493.0,0.0,1
UMKM-00463,nan,37,"Rp 21,849,307",11,3.5,,378621.0,1.0,0
UMKM-00464,jasa,45,"Rp 14,196,706",40,,0.0,181421.0,0.0,0
UMKM-00465,nan,111,"Rp 25,191,656",33,2.1,0.0,404942.0,0.0,0
UMKM-00466,nan,31,21571084,24,,5.0,248013.0,2.0,0
UMKM-00467,nan,40,"Rp 46,639,764",16,1.3,0.0,385144.0,1.0,1
UMKM-00468,fnb,47,"Rp 36,146,143",32,,0.0,194580.0,2.0,0
UMKM-00469, F & B ,82,3058721,22,2.9,0.0,147565.0,0.0,1
UMKM-00470,Fashion,74,16733562,8,,5.0,160123.0,2.0,2
UMKM-00471,Jasa,115,"Rp 41,946,799",5,1.7,15.0,379225.0,0.0,2
UMKM-00472,Retail,7,"Rp 23,933,441",1,3.9,2.0,428578.0,0.0,2
UMKM-00473,nan,83,38631205,37,4.7,0.0,78957.0,0.0,0
UMKM-00474,RETAIL,119,"Rp 16,486,047",8,,0.0,188968.0,0.0,0
UMKM-00475,fnb,112,"Rp 6,393,333",2,1.8,0.0,155634.0,0.0,2
UMKM-00476,jasa,48,14482663,15,4.9,,185360.0,0.0,0
UMKM-00477,Retail,51,5512121,24,1.1,2.0,468960.0,,0
UMKM-00478,Fashion,110,"Rp 7,908,008",23,,0.0,71150.0,3.0,1
UMKM-00479,RETAIL,112,43002112,28,3.1,2.0,400021.0,2.0,1
UMKM-00480,Fashion,-2,"Rp 12,864,040",43,2.1,0.0,160540.0,1.0,1
UMKM-00481,Retail,69,"Rp 40,455,158",39,3.7,,155139.0,2.0,0
UMKM-00482,nan,90,"Rp 19,941,059",25,4.8,15.0,281961.0,0.0,2
UMKM-00483,RETAIL,43,46977981,37,2.8,0.0,333235.0,1.0,0
UMKM-00484,Fashion,1,25463497,34,4.0,5.0,181972.0,0.0,0
UMKM-00485,jasa,104,21978606,22,3.6,0.0,358846.0,0.0,0
UMKM-00486, F & B ,116,43333002,3,2.9,0.0,331869.0,0.0,0
UMKM-00487,F&B,5,"Rp 17,092,709",41,1.2,2.0,78722.0,1.0,1
UMKM-00488, F & B ,86,38685711,13,4.0,2.0,467294.0,0.0,0
UMKM-00489,Retail,48,"Rp 43,885,569",38,,0.0,263119.0,2.0,0
UMKM-00490,fnb,99,"Rp 14,346,122",6,,2.0,68059.0,3.0,2
UMKM-00491,F&B,81,33029948,7,4.8,2.0,68161.0,0.0,0
UMKM-00492,Jasa,39,46883048,41,4.1,0.0,251773.0,0.0,0
UMKM-00493,jasa,17,44530178,18,,0.0,402489.0,2.0,0
UMKM-00494,Jasa,108,36640604,1,,2.0,60687.0,0.0,0
UMKM-00495,RETAIL,22,"Rp 35,919,697",0,4.3,0.0,394647.0,3.0,0
UMKM-00496,F&B,101,"Rp 30,095,955",41,3.4,30.0,411914.0,3.0,2
UMKM-00497,Jasa,105,"Rp 37,796,654",37,4.9,0.0,,0.0,0
UMKM-00498,Jasa,51,"Rp 26,281,805",12,4.8,0.0,220590.0,0.0,0
UMKM-00499,Fashion,20,"Rp 32,623,585",41,4.9,0.0,177260.0,4.0,0
UMKM-00500, F & B ,19,"Rp 25,100,149",43,4.8,2.0,411603.0,4.0,0
UMKM-00501,Fashion,48,"Rp 10,710,622",23,1.0,2.0,211713.0,0.0,0
UMKM-00502,F&B,23,43231609,31,,0.0,221800.0,0.0,1
UMKM-00503,F&B,77,26889895,29,2.1,0.0,362231.0,1.0,0
UMKM-00504,Retail,91,"Rp 16,703,721",5,3.8,15.0,486767.0,0.0,2
UMKM-00505,Fashion,30,"Rp 21,033,721",37,4.9,0.0,264986.0,4.0,1
UMKM-00506,retail ,8,"Rp 33,468,095",32,,0.0,251764.0,2.0,1
UMKM-00507, F & B ,72,"Rp 48,099,838",43,3.3,0.0,276941.0,1.0,0
UMKM-00508,F&B,29,"Rp 38,331,196",22,3.9,0.0,236505.0,0.0,1
UMKM-00509,Retail,24,"Rp 29,065,499",9,2.0,0.0,420085.0,2.0,1
UMKM-00510,Fashion,86,"Rp 17,635,015",14,1.9,0.0,257459.0,0.0,1
UMKM-00511, F & B ,11,"Rp 12,788,510",22,1.2,0.0,106561.0,0.0,1
UMKM-00512,Fashion,61,"Rp 24,502,846",35,1.4,15.0,317508.0,1.0,0
UMKM-00513,Jasa,74,"Rp 37,327,651",0,3.6,0.0,389152.0,0.0,0
UMKM-00514,Retail,104,"Rp 22,642,128",7,3.0,5.0,447190.0,2.0,0
UMKM-00515, F & B ,24,"Rp 19,421,389",2,1.1,2.0,265138.0,3.0,1
UMKM-00516,nan,110,"Rp 34,239,538",13,4.9,0.0,74053.0,0.0,0
UMKM-00517,RETAIL,87,"Rp 10,357,832",16,3.6,2.0,483288.0,0.0,0
UMKM-00518,RETAIL,39,"Rp 43,179,476",33,3.1,0.0,444426.0,0.0,0
UMKM-00519, F & B ,73,"Rp 31,883,787",5,2.1,0.0,269171.0,0.0,2
UMKM-00520,Fashion,104,40100068,4,3.6,,484805.0,2.0,2
UMKM-00521,Retail,114,"Rp 49,715,743",40,2.5,2.0,257517.0,1.0,1
UMKM-00522,RETAIL,83,23029587,39,3.8,30.0,,3.0,1
UMKM-00523,Retail,45,"Rp 34,629,236",28,3.7,15.0,88966.0,1.0,1
UMKM-00524,RETAIL,96,"Rp 46,600,430",34,1.4,0.0,338214.0,0.0,0
UMKM-00525,Jasa,100,"Rp 20,754,093",17,4.6,0.0,247715.0,0.0,0
UMKM-00526,Fashion,117,4789514,39,2.9,0.0,159573.0,0.0,0
UMKM-00527,Jasa,41,"Rp 22,734,323",29,2.6,15.0,284362.0,0.0,2
UMKM-00528,RETAIL,47,"Rp 19,750,087",14,4.8,30.0,282810.0,0.0,0
UMKM-00529,nan,58,"Rp 2,940,483",14,2.8,2.0,156327.0,0.0,1
UMKM-00530,nan,112,20689114,15,3.9,0.0,454462.0,4.0,1
UMKM-00531,Jasa,110,"Rp 26,653,159",32,3.6,0.0,200271.0,0.0,0
UMKM-00532,nan,116,"Rp 23,004,581",9,1.7,15.0,351973.0,1.0,2
UMKM-00533,RETAIL,32,25466478,18,5.0,,373269.0,0.0,0
UMKM-00534, F & B ,58,"Rp 29,553,775",36,2.9,0.0,155111.0,0.0,0
UMKM-00535,Jasa,81,"Rp 7,825,711",2,2.6,0.0,417421.0,0.0,1
UMKM-00536,fnb,83,"Rp 2,261,402",35,4.7,0.0,50169.0,0.0,0
UMKM-00537,Fashion,100,"Rp 31,714,068",3,,0.0,406087.0,0.0,0
UMKM-00538,nan,1,"Rp 30,041,075",10,3.8,15.0,404552.0,1.0,2
UMKM-00539,nan,16,"Rp 15,553,939",40,4.4,0.0,456165.0,1.0,0
UMKM-00540,F&B,75,"Rp 13,229,115",32,1.9,2.0,97313.0,1.0,0
UMKM-00541,retail ,76,27532675,27,1.7,0.0,390879.0,2.0,2
UMKM-00542,Jasa,107,11967690,31,1.3,0.0,110131.0,3.0,0
UMKM-00543,jasa,35,"Rp 36,680,460",15,,0.0,438339.0,2.0,0
UMKM-00544,nan,68,"Rp 32,084,035",8,1.8,5.0,261084.0,0.0,0
UMKM-00545,Fashion,4,"Rp 37,631,627",10,2.2,2.0,157127.0,4.0,2
UMKM-00546,fnb,51,"Rp 3,326,344",5,2.1,0.0,222836.0,4.0,2
UMKM-00547,nan,1,"Rp 46,400,140",26,2.2,0.0,211971.0,2.0,1
UMKM-00548,fnb,106,"Rp 14,886,255",11,,0.0,268007.0,1.0,0
UMKM-00549,RETAIL,119,11738073,21,4.8,0.0,,0.0,0
UMKM-00550,RETAIL,44,"Rp 35,631,269",39,2.3,2.0,246562.0,2.0,1
UMKM-00551,retail ,96,"Rp 23,494,683",36,2.6,2.0,204353.0,3.0,1
UMKM-00552, F & B ,85,"Rp 12,488,057",20,,0.0,162339.0,1.0,1
UMKM-00553,jasa,46,17125202,32,,15.0,118570.0,1.0,1
UMKM-00554,F&B,27,"Rp 29,276,823",16,4.7,2.0,456544.0,0.0,0
UMKM-00555,retail ,-5,44480786,28,3.0,0.0,356191.0,0.0,0
UMKM-00556,Retail,102,36183472,39,2.4,0.0,169168.0,2.0,0
UMKM-00557,F&B,47,28577420,9,4.9,15.0,463012.0,0.0,1
UMKM-00558,Jasa,54,"Rp 11,628,172",17,2.7,2.0,,1.0,0
UMKM-00559,Fashion,28,"Rp 21,440,505",12,1.9,0.0,152173.0,2.0,1
UMKM-00560,Retail,-2,"Rp 30,354,523",26,1.7,2.0,367395.0,0.0,1
UMKM-00561,Retail,11,"Rp 3,916,596",9,5.0,0.0,312935.0,0.0,0
UMKM-00562,retail ,-2,"Rp 34,196,609",31,4.0,15.0,324477.0,2.0,2
UMKM-00563, F & B ,37,"Rp 31,877,053",40,2.6,,290119.0,0.0,0
UMKM-00564,retail ,112,"Rp 38,681,868",44,4.3,2.0,217681.0,0.0,0
UMKM-00565,Jasa,84,34402592,2,3.2,5.0,381036.0,2.0,1
UMKM-00566,nan,-2,"Rp 28,631,757",21,2.3,0.0,221362.0,2.0,1
UMKM-00567,nan,-5,"Rp 5,866,940",26,4.0,2.0,185997.0,3.0,0
UMKM-00568, F & B ,65,"Rp 21,239,727",2,4.0,5.0,453980.0,1.0,0
UMKM-00569,Jasa,88,"Rp 1,384,083",32,3.0,0.0,104226.0,0.0,0
UMKM-00570, F & B ,44,"Rp 43,474,638",1,,2.0,127632.0,2.0,0
UMKM-00571,fnb,67,17419167,10,1.3,30.0,351612.0,1.0,1
UMKM-00572,nan,55,"Rp 40,162,400",9,4.2,0.0,52094.0,1.0,0
UMKM-00573,Retail,29,"Rp 32,074,455",38,4.3,0.0,357727.0,0.0,0
UMKM-00574,jasa,2,"Rp 28,444,669",32,3.7,2.0,99021.0,0.0,1
UMKM-00575,Fashion,119,"Rp 43,609,292",6,4.4,15.0,252858.0,0.0,1
UMKM-00576,Jasa,18,"Rp 34,369,021",14,3.9,30.0,65362.0,0.0,2
UMKM-00577,F&B,77,"Rp 33,191,226",25,4.6,2.0,222647.0,0.0,0
UMKM-00578, F & B ,30,"Rp 20,828,014",10,,15.0,489237.0,,1
UMKM-00579,Fashion,44,20313263,37,2.6,5.0,324329.0,0.0,0
UMKM-00580,F&B,110,"Rp 41,018,575",26,,0.0,220843.0,0.0,0
UMKM-00581,Fashion,117,"Rp 12,712,961",38,2.2,5.0,393822.0,0.0,0
UMKM-00582,jasa,37,37809424,6,,0.0,431128.0,1.0,0
UMKM-00583,F&B,21,"Rp 22,574,879",0,4.6,0.0,,3.0,1
UMKM-00584,retail ,26,"Rp 10,084,970",9,2.6,0.0,,2.0,0
UMKM-00585,RETAIL,72,"Rp 40,823,623",20,,0.0,190836.0,2.0,0
UMKM-00586,retail ,115,31479362,14,3.1,0.0,290596.0,3.0,0
UMKM-00587,nan,12,"Rp 30,627,659",29,3.1,0.0,208185.0,3.0,0
UMKM-00588,RETAIL,22,"Rp 2,932,303",29,,0.0,329032.0,0.0,0
UMKM-00589,retail ,118,"Rp 3,751,821",7,,0.0,,0.0,0
UMKM-00590,RETAIL,23,"Rp 41,869,327",23,2.5,0.0,363157.0,0.0,0
UMKM-00591,RETAIL,10,32759418,18,3.2,5.0,473419.0,0.0,0
UMKM-00592,Retail,93,"Rp 24,303,156",2,4.8,30.0,299482.0,1.0,1
UMKM-00593, F & B ,41,1426941,14,3.6,15.0,299443.0,0.0,1
UMKM-00594, F & B ,117,13262378,35,2.3,0.0,165091.0,1.0,0
UMKM-00595,Retail,53,"Rp 39,404,656",5,1.0,5.0,332859.0,0.0,0
UMKM-00596,Fashion,25,"Rp 1,386,354",41,4.9,0.0,485795.0,0.0,0
UMKM-00597,fnb,-2,"Rp 29,105,973",17,3.0,0.0,52906.0,0.0,1
UMKM-00598,Fashion,31,40060768,37,4.8,2.0,143125.0,2.0,1
UMKM-00599,F&B,11,"Rp 1,935,709",18,3.2,2.0,323952.0,1.0,1
UMKM-00600,F&B,33,"Rp 3,485,178",29,3.4,15.0,202184.0,4.0,1
UMKM-00601,RETAIL,42,"Rp 49,115,019",12,3.8,2.0,270701.0,2.0,1
UMKM-00602,retail ,40,"Rp 7,379,022",38,2.3,0.0,114945.0,0.0,0
UMKM-00603,retail ,84,"Rp 49,517,969",11,3.8,30.0,117105.0,0.0,0
UMKM-00604, F & B ,42,"Rp 6,477,630",33,3.1,2.0,422356.0,1.0,0
UMKM-00605,Jasa,33,7288893,11,3.7,15.0,286106.0,2.0,2
UMKM-00606,Fashion,99,"Rp 17,328,470",43,4.3,5.0,338563.0,0.0,0
UMKM-00607,nan,-2,"Rp 13,054,240",23,1.7,0.0,438402.0,0.0,0
UMKM-00608,jasa,24,"Rp 29,688,172",3,3.5,0.0,61156.0,1.0,0
UMKM-00609,retail ,24,"Rp 19,123,581",35,,0.0,55062.0,0.0,0
UMKM-00610,jasa,16,"Rp 35,690,510",13,1.4,0.0,234889.0,4.0,0
UMKM-00611,RETAIL,69,9875206,16,3.7,0.0,470961.0,1.0,1
UMKM-00612,jasa,60,13932366,2,1.3,0.0,84940.0,0.0,1
UMKM-00613,nan,102,"Rp 35,087,469",37,3.4,,72463.0,0.0,0
UMKM-00614,Retail,6,9602541,22,1.9,30.0,348332.0,2.0,2
UMKM-00615,nan,88,"Rp 31,461,879",12,2.2,5.0,121813.0,2.0,0
UMKM-00616,jasa,30,"Rp 27,167,544",8,,0.0,84017.0,1.0,2
UMKM-00617,nan,12,"Rp 49,382,891",20,2.0,0.0,301824.0,1.0,0
UMKM-00618,fnb,84,"Rp 49,191,644",40,4.3,2.0,426519.0,1.0,0
UMKM-00619,RETAIL,47,"Rp 18,204,925",7,3.6,0.0,211316.0,0.0,2
UMKM-00620,Fashion,65,"Rp 43,198,579",16,4.8,15.0,314841.0,4.0,2
UMKM-00621,Retail,119,25129461,15,1.2,,282129.0,0.0,0
UMKM-00622,retail ,-5,"Rp 33,078,935",15,4.2,0.0,,0.0,0
UMKM-00623,F&B,52,"Rp 33,482,616",27,3.8,5.0,160930.0,0.0,0
UMKM-00624,Fashion,84,"Rp 2,750,866",15,2.0,0.0,104086.0,0.0,2
UMKM-00625,F&B,81,29470337,13,3.9,2.0,138385.0,0.0,1
UMKM-00626,RETAIL,84,"Rp 38,331,605",43,,0.0,,1.0,0
UMKM-00627,Retail,103,"Rp 24,010,323",37,2.8,0.0,188326.0,0.0,0
UMKM-00628, F & B ,0,"Rp 11,190,880",19,3.8,5.0,250899.0,3.0,1
UMKM-00629,retail ,64,"Rp 39,401,816",44,2.8,5.0,111631.0,1.0,1
UMKM-00630,fnb,38,"Rp 30,342,253",40,2.3,2.0,392671.0,0.0,0
UMKM-00631, F & B ,66,"Rp 17,431,928",33,,0.0,488793.0,0.0,0
UMKM-00632,RETAIL,18,28200854,28,,2.0,259648.0,0.0,0
UMKM-00633,Fashion,80,"Rp 11,339,460",2,2.5,5.0,,0.0,1
UMKM-00634,fnb,13,"Rp 33,525,366",9,2.6,,169771.0,0.0,1
UMKM-00635,nan,95,"Rp 39,789,180",19,3.4,30.0,425789.0,0.0,0
UMKM-00636,jasa,12,"Rp 9,400,728",1,4.0,5.0,109019.0,0.0,0
UMKM-00637,fnb,89,35178567,26,3.9,2.0,201539.0,0.0,0
